gene	reaction	environment	relative	absolute	
YFL011W	FRUt2	EX_nh4(e)	0	0	
YFL011W	GALt2	EX_nh4(e)	0	0	
YFL011W	GLCt1	EX_nh4(e)	1.67009e-09	3.37224e-10	
YFL011W	MANt2	EX_nh4(e)	0	0	
YFL011W	FRUt2	EX_o2(e)	0	0	
YFL011W	GALt2	EX_o2(e)	0	0	
YFL011W	GLCt1	EX_o2(e)	-5.99546e-13	-1.19478e-13	
YFL011W	MANt2	EX_o2(e)	0	0	
YFL011W	FRUt2	EX_pi(e)	0	0	
YFL011W	GALt2	EX_pi(e)	0	0	
YFL011W	GLCt1	EX_pi(e)	-1.3628e-10	-2.72531e-11	
YFL011W	MANt2	EX_pi(e)	0	0	
YFL011W	FRUt2	EX_so4(e)	0	0	
YFL011W	GALt2	EX_so4(e)	0	0	
YFL011W	GLCt1	EX_so4(e)	-4.6373e-12	-4.6373e-13	
YFL011W	MANt2	EX_so4(e)	0	0	
YFL017C	ACGAM6PS	EX_glc(e)	0	0	
YFL017C	ACGAM6PS	EX_nh4(e)	0	0	
YFL017C	ACGAM6PS	EX_o2(e)	0	0	
YFL017C	ACGAM6PS	EX_pi(e)	0	0	
YFL017C	ACGAM6PS	EX_so4(e)	0	0	
YFL018C	AKGDam	EX_glc(e)	2.93983e+06	-3.02888e+20	
YFL018C	AKGDbm	EX_glc(e)	0	0	
YFL018C	GCC2am	EX_glc(e)	0	0	
YFL018C	GCC2bim	EX_glc(e)	0	0	
YFL018C	GCC2cm	EX_glc(e)	-1.97404e+07	-1.30277e+22	
YFL018C	GCCam	EX_glc(e)	0	0	
YFL018C	GCCbim	EX_glc(e)	0	0	
YFL018C	GCCcm	EX_glc(e)	0	0	
YFL018C	GLYCLm	EX_glc(e)	-3.7119e-06	-0.000506296	
YFL018C	PDHcm	EX_glc(e)	0	0	
YFL018C	PDHm	EX_glc(e)	-2.3394e-05	-0.0179264	
YFL018C	AKGDam	EX_nh4(e)	0	0	
YFL018C	AKGDbm	EX_nh4(e)	0	0	
YFL018C	GCC2am	EX_nh4(e)	0	0	
YFL018C	GCC2bim	EX_nh4(e)	0	0	
YFL018C	GCC2cm	EX_nh4(e)	0	0	
YFL018C	GCCam	EX_nh4(e)	0	0	
YFL018C	GCCbim	EX_nh4(e)	0	0	
YFL018C	GCCcm	EX_nh4(e)	0	0	
YFL018C	GLYCLm	EX_nh4(e)	2.06056e-07	4.44794e-06	
YFL018C	PDHcm	EX_nh4(e)	0	0	
YFL018C	PDHm	EX_nh4(e)	0	0	
YFL018C	AKGDam	EX_o2(e)	-5424.45	5.58877e+17	
YFL018C	AKGDbm	EX_o2(e)	0	0	
YFL018C	GCC2am	EX_o2(e)	0	0	
YFL018C	GCC2bim	EX_o2(e)	0	0	
YFL018C	GCC2cm	EX_o2(e)	28293.2	9.33601e+18	
YFL018C	GCCam	EX_o2(e)	0	0	
YFL018C	GCCbim	EX_o2(e)	0	0	
YFL018C	GCCcm	EX_o2(e)	0	0	
YFL018C	GLYCLm	EX_o2(e)	0	0	
YFL018C	PDHcm	EX_o2(e)	0	0	
YFL018C	PDHm	EX_o2(e)	0	0	
YFL018C	AKGDam	EX_pi(e)	0	0	
YFL018C	AKGDbm	EX_pi(e)	0	0	
YFL018C	GCC2am	EX_pi(e)	0	0	
YFL018C	GCC2bim	EX_pi(e)	0	0	
YFL018C	GCC2cm	EX_pi(e)	0	0	
YFL018C	GCCam	EX_pi(e)	0	0	
YFL018C	GCCbim	EX_pi(e)	0	0	
YFL018C	GCCcm	EX_pi(e)	0	0	
YFL018C	GLYCLm	EX_pi(e)	0	0	
YFL018C	PDHcm	EX_pi(e)	0	0	
YFL018C	PDHm	EX_pi(e)	0	0	
YFL018C	AKGDam	EX_so4(e)	0	0	
YFL018C	AKGDbm	EX_so4(e)	0	0	
YFL018C	GCC2am	EX_so4(e)	0	0	
YFL018C	GCC2bim	EX_so4(e)	0	0	
YFL018C	GCC2cm	EX_so4(e)	0	0	
YFL018C	GCCam	EX_so4(e)	0	0	
YFL018C	GCCbim	EX_so4(e)	0	0	
YFL018C	GCCcm	EX_so4(e)	0	0	
YFL018C	GLYCLm	EX_so4(e)	0	0	
YFL018C	PDHcm	EX_so4(e)	0	0	
YFL018C	PDHm	EX_so4(e)	0	0	
YFL022C	PHETRS	EX_glc(e)	0	0	
YFL022C	PHETRS	EX_nh4(e)	0	0	
YFL022C	PHETRS	EX_o2(e)	0	0	
YFL022C	PHETRS	EX_pi(e)	0	0	
YFL022C	PHETRS	EX_so4(e)	0	0	
YFL030W	AGT	EX_glc(e)	-4.4916e+06	-6.73364e+20	
YFL030W	AGT	EX_nh4(e)	0	0	
YFL030W	AGT	EX_o2(e)	1759.02	5.27411e+16	
YFL030W	AGT	EX_pi(e)	7.03303e+06	3.1631e+21	
YFL030W	AGT	EX_so4(e)	-1.70313e-11	-1.29271e-11	
YFL045C	PMANM	EX_glc(e)	12718.2	-1.57423e+07	
YFL045C	PMANM	EX_nh4(e)	6922.27	-8.56822e+06	
YFL045C	PMANM	EX_o2(e)	68.9937	-85398.8	
YFL045C	PMANM	EX_pi(e)	244.709	-302895	
YFL045C	PMANM	EX_so4(e)	95.6802	-118431	
YFL053W	DHAK	EX_glc(e)	0	0	
YFL053W	DHAK	EX_nh4(e)	0	0	
YFL053W	DHAK	EX_o2(e)	0	0	
YFL053W	DHAK	EX_pi(e)	0	0	
YFL053W	DHAK	EX_so4(e)	0	0	
YFL055W	ASPt2r	EX_glc(e)	948213	-2.94147e+19	
YFL055W	GLUt2r	EX_glc(e)	0	0	
YFL055W	SERt2r	EX_glc(e)	0	0	
YFL055W	ASPt2r	EX_nh4(e)	0	0	
YFL055W	GLUt2r	EX_nh4(e)	0	0	
YFL055W	SERt2r	EX_nh4(e)	0	0	
YFL055W	ASPt2r	EX_o2(e)	0	0	
YFL055W	GLUt2r	EX_o2(e)	0	0	
YFL055W	SERt2r	EX_o2(e)	0	0	
YFL055W	ASPt2r	EX_pi(e)	0	0	
YFL055W	GLUt2r	EX_pi(e)	0	0	
YFL055W	SERt2r	EX_pi(e)	0	0	
YFL055W	ASPt2r	EX_so4(e)	0	0	
YFL055W	GLUt2r	EX_so4(e)	0	0	
YFL055W	SERt2r	EX_so4(e)	0	0	
YFR015C	GLCS2	EX_glc(e)	0	0	
YFR015C	GLYGS	EX_glc(e)	-6.01529e-05	-0.116013	
YFR015C	GLCS2	EX_nh4(e)	0	0	
YFR015C	GLYGS	EX_nh4(e)	1.84066e-05	0.0354996	
YFR015C	GLCS2	EX_o2(e)	0	0	
YFR015C	GLYGS	EX_o2(e)	1.74072e-08	3.35723e-05	
YFR015C	GLCS2	EX_pi(e)	-3.83826e-07	-0.000740263	
YFR015C	GLYGS	EX_pi(e)	0	0	
YFR015C	GLCS2	EX_so4(e)	1.06747e-07	0.000205877	
YFR015C	GLYGS	EX_so4(e)	0	0	
YFR019W	PI4P5K_SC	EX_glc(e)	0	0	
YFR019W	PI4P5K_SC	EX_nh4(e)	0	0	
YFR019W	PI4P5K_SC	EX_o2(e)	0	0	
YFR019W	PI4P5K_SC	EX_pi(e)	0	0	
YFR019W	PI4P5K_SC	EX_so4(e)	0	0	
YFR025C	HISTP	EX_glc(e)	-154978	-2.33752e+09	
YFR025C	HISTP	EX_nh4(e)	-84351.4	-1.27227e+09	
YFR025C	HISTP	EX_o2(e)	-840.724	-1.26806e+07	
YFR025C	HISTP	EX_pi(e)	-2981.9	-4.49759e+07	
YFR025C	HISTP	EX_so4(e)	-1165.91	-1.75854e+07	
YFR030W	SULR	EX_glc(e)	179320	-3.12949e+09	
YFR030W	SULR	EX_nh4(e)	97600.3	-1.70332e+09	
YFR030W	SULR	EX_o2(e)	-6.17682e-08	1.81166e-05	
YFR030W	SULR	EX_pi(e)	3450.26	-6.0214e+07	
YFR030W	SULR	EX_so4(e)	1349.04	-2.35435e+07	
YFR033C	CYOR_u6m	EX_glc(e)	0.28125	5.63596	
YFR033C	CYOR_u6m	EX_nh4(e)	6.93334e-08	5.33976e-07	
YFR033C	CYOR_u6m	EX_o2(e)	0	0	
YFR033C	CYOR_u6m	EX_pi(e)	-3.02425e-12	-3.03317e-13	
YFR033C	CYOR_u6m	EX_so4(e)	-2.16679e-12	-2.41428e-13	
YFR047C	NNDPR	EX_glc(e)	0	0	
YFR047C	NNDPRm	EX_glc(e)	0	0	
YFR047C	NNDPR	EX_nh4(e)	0	0	
YFR047C	NNDPRm	EX_nh4(e)	0	0	
YFR047C	NNDPR	EX_o2(e)	0	0	
YFR047C	NNDPRm	EX_o2(e)	-4032.3	7.45438e+16	
YFR047C	NNDPR	EX_pi(e)	0	0	
YFR047C	NNDPRm	EX_pi(e)	0	0	
YFR047C	NNDPR	EX_so4(e)	0	0	
YFR047C	NNDPRm	EX_so4(e)	0	0	
YFR053C	HEX1	EX_glc(e)	0	0	
YFR053C	HEX4	EX_glc(e)	0	0	
YFR053C	HEX7	EX_glc(e)	-1.80775e-05	-0.0117391	
YFR053C	HEX1	EX_nh4(e)	0	0	
YFR053C	HEX4	EX_nh4(e)	0	0	
YFR053C	HEX7	EX_nh4(e)	0	0	
YFR053C	HEX1	EX_o2(e)	3.50734e-11	6.98944e-12	
YFR053C	HEX4	EX_o2(e)	0	0	
YFR053C	HEX7	EX_o2(e)	0	0	
YFR053C	HEX1	EX_pi(e)	0	0	
YFR053C	HEX4	EX_pi(e)	0	0	
YFR053C	HEX7	EX_pi(e)	-1.24622e-11	-2.49217e-12	
YFR053C	HEX1	EX_so4(e)	0	0	
YFR053C	HEX4	EX_so4(e)	0	0	
YFR053C	HEX7	EX_so4(e)	-2.04349e-12	-6.97878e-13	
YFR055W	CYSTL	EX_glc(e)	0	0	
YFR055W	CYSTL	EX_nh4(e)	0	0	
YFR055W	CYSTL	EX_o2(e)	6.05619e-08	1.77972e-05	
YFR055W	CYSTL	EX_pi(e)	0	0	
YFR055W	CYSTL	EX_so4(e)	0	0	
YGL001C	C3STDH1	EX_glc(e)	-4.67047e+06	-2.12294e+12	
YGL001C	C3STDH2	EX_glc(e)	-4.67047e+06	-2.12294e+12	
YGL001C	C3STDH1	EX_nh4(e)	-2.54205e+06	-1.15548e+12	
YGL001C	C3STDH2	EX_nh4(e)	-2.54205e+06	-1.15548e+12	
YGL001C	C3STDH1	EX_o2(e)	-9.00006	-4.09094e+06	
YGL001C	C3STDH2	EX_o2(e)	-8.99992	-4.09087e+06	
YGL001C	C3STDH1	EX_pi(e)	-89863.6	-4.08471e+10	
YGL001C	C3STDH2	EX_pi(e)	-0.000179094	-81.4065	
YGL001C	C3STDH1	EX_so4(e)	-35136.4	-1.59711e+10	
YGL001C	C3STDH2	EX_so4(e)	-35136.4	-1.59711e+10	
YGL008C	ATPS	EX_glc(e)	0.346421	66.1083	
YGL008C	ATPS	EX_nh4(e)	0.500003	95.4167	
YGL008C	ATPS	EX_o2(e)	3.37453e-08	1.94104e-05	
YGL008C	ATPS	EX_pi(e)	0	0	
YGL008C	ATPS	EX_so4(e)	-2.19715e-12	-1.07571e-12	
YGL009C	IPPMIa	EX_glc(e)	34666.1	-1.16957e+08	
YGL009C	IPPMIb	EX_glc(e)	34666.1	-1.16957e+08	
YGL009C	IPPMIa	EX_nh4(e)	18868.1	-6.36575e+07	
YGL009C	IPPMIb	EX_nh4(e)	18868.1	-6.36575e+07	
YGL009C	IPPMIa	EX_o2(e)	188.057	-634469	
YGL009C	IPPMIb	EX_o2(e)	188.057	-634469	
YGL009C	IPPMIa	EX_pi(e)	667.004	-2.25035e+06	
YGL009C	IPPMIb	EX_pi(e)	667.004	-2.25035e+06	
YGL009C	IPPMIa	EX_so4(e)	260.796	-879879	
YGL009C	IPPMIb	EX_so4(e)	260.796	-879879	
YGL012W	C24STRer	EX_glc(e)	-8.76784	-1.25255e+07	
YGL012W	C24STRer	EX_nh4(e)	0.00994209	14203	
YGL012W	C24STRer	EX_o2(e)	-11.0001	-1.57144e+07	
YGL012W	C24STRer	EX_pi(e)	-0.000447997	-639.996	
YGL012W	C24STRer	EX_so4(e)	-1.4959e-05	-21.3701	
YGL026C	TRPS1	EX_glc(e)	-361797	-1.27393e+10	
YGL026C	TRPS1	EX_nh4(e)	-196919	-6.93377e+09	
YGL026C	TRPS1	EX_o2(e)	-1962.68	-6.91083e+07	
YGL026C	TRPS1	EX_pi(e)	-6961.27	-2.45115e+08	
YGL026C	TRPS1	EX_so4(e)	-2721.83	-9.58391e+07	
YGL037C	NNAMr	EX_glc(e)	0	0	
YGL037C	NNAMrm	EX_glc(e)	0	0	
YGL037C	NNAMr	EX_nh4(e)	0	0	
YGL037C	NNAMrm	EX_nh4(e)	0	0	
YGL037C	NNAMr	EX_o2(e)	0	0	
YGL037C	NNAMrm	EX_o2(e)	0	0	
YGL037C	NNAMr	EX_pi(e)	0	0	
YGL037C	NNAMrm	EX_pi(e)	0	0	
YGL037C	NNAMr	EX_so4(e)	0	0	
YGL037C	NNAMrm	EX_so4(e)	0	0	
YGL040C	PPBNGS	EX_glc(e)	0	0	
YGL040C	PPBNGS	EX_nh4(e)	0	0	
YGL040C	PPBNGS	EX_o2(e)	0	0	
YGL040C	PPBNGS	EX_pi(e)	0	0	
YGL040C	PPBNGS	EX_so4(e)	0	0	
YGL055W	DESAT16	EX_glc(e)	-1.07931e+06	-1.13373e+11	
YGL055W	DESAT18	EX_glc(e)	-556007	-3.0087e+10	
YGL055W	DESAT16	EX_nh4(e)	-587447	-6.17067e+10	
YGL055W	DESAT18	EX_nh4(e)	-302624	-1.63758e+10	
YGL055W	DESAT16	EX_o2(e)	-5855.04	-6.15025e+08	
YGL055W	DESAT18	EX_o2(e)	-3016.23	-1.63216e+08	
YGL055W	DESAT16	EX_pi(e)	-20766.8	-2.18139e+09	
YGL055W	DESAT18	EX_pi(e)	-10698.1	-5.78899e+08	
YGL055W	DESAT16	EX_so4(e)	-8119.75	-8.52915e+08	
YGL055W	DESAT18	EX_so4(e)	-4182.9	-2.26347e+08	
YGL062W	PC	EX_glc(e)	-1.69698e-05	-0.0107452	
YGL062W	PC	EX_nh4(e)	6.26665e-06	0.00396799	
YGL062W	PC	EX_o2(e)	2.0345e-08	2.23709e-06	
YGL062W	PC	EX_pi(e)	-1.89877e-09	-1.49457e-07	
YGL062W	PC	EX_so4(e)	-4.40325e-12	-2.16019e-12	
YGL063W	YUMPS	EX_glc(e)	0	0	
YGL063W	YUMPS	EX_nh4(e)	0	0	
YGL063W	YUMPS	EX_o2(e)	0	0	
YGL063W	YUMPS	EX_pi(e)	0	0	
YGL063W	YUMPS	EX_so4(e)	0	0	
YGL067W	NADDPp	EX_glc(e)	0	0	
YGL067W	NADDPp	EX_nh4(e)	0	0	
YGL067W	NADDPp	EX_o2(e)	0	0	
YGL067W	NADDPp	EX_pi(e)	0	0	
YGL067W	NADDPp	EX_so4(e)	0	0	
YGL077C	CHLt2	EX_glc(e)	0	0	
YGL077C	CHLt2	EX_nh4(e)	0	0	
YGL077C	CHLt2	EX_o2(e)	0	0	
YGL077C	CHLt2	EX_pi(e)	0	0	
YGL077C	CHLt2	EX_so4(e)	0	0	
YGL125W	MTHFR3	EX_glc(e)	-148055	-2.13336e+09	
YGL125W	MTHFR3	EX_nh4(e)	-80583.6	-1.16115e+09	
YGL125W	MTHFR3	EX_o2(e)	6.15498e-09	1.79887e-06	
YGL125W	MTHFR3	EX_pi(e)	-2848.7	-4.10476e+07	
YGL125W	MTHFR3	EX_so4(e)	-1113.83	-1.60495e+07	
YGL148W	CHORS	EX_glc(e)	-38876.4	-1.47092e+08	
YGL148W	CHORS	EX_nh4(e)	-21159.7	-8.00593e+07	
YGL148W	CHORS	EX_o2(e)	-210.897	-797944	
YGL148W	CHORS	EX_pi(e)	-748.014	-2.83017e+06	
YGL148W	CHORS	EX_so4(e)	-292.471	-1.10659e+06	
YGL154C	AASAD1	EX_glc(e)	-0.000106795	-0.373148	
YGL154C	AASAD2	EX_glc(e)	0	0	
YGL154C	AASAD1	EX_nh4(e)	0	0	
YGL154C	AASAD2	EX_nh4(e)	3.46482e-05	0.121063	
YGL154C	AASAD1	EX_o2(e)	0	0	
YGL154C	AASAD2	EX_o2(e)	2.62801e-08	9.18243e-05	
YGL154C	AASAD1	EX_pi(e)	3.23381e-05	0.112991	
YGL154C	AASAD2	EX_pi(e)	0	0	
YGL154C	AASAD1	EX_so4(e)	-1.04536e-08	-3.65254e-05	
YGL154C	AASAD2	EX_so4(e)	0	0	
YGL155W	HBZOPT6	EX_glc(e)	0	0	
YGL155W	HBZOPT6	EX_nh4(e)	0	0	
YGL155W	HBZOPT6	EX_o2(e)	0	0	
YGL155W	HBZOPT6	EX_pi(e)	0	0	
YGL155W	HBZOPT6	EX_so4(e)	0	0	
YGL184C	CYSTLp	EX_glc(e)	0	0	
YGL184C	CYSTLp	EX_nh4(e)	0	0	
YGL184C	CYSTLp	EX_o2(e)	0	0	
YGL184C	CYSTLp	EX_pi(e)	0	0	
YGL184C	CYSTLp	EX_so4(e)	0	0	
YGL186C	ADEt2	EX_glc(e)	-17133.9	-8.91189e+15	
YGL186C	CSNt2	EX_glc(e)	0	0	
YGL186C	GUAt2r	EX_glc(e)	756808	-1.99982e+19	
YGL186C	ADEt2	EX_nh4(e)	0	0	
YGL186C	CSNt2	EX_nh4(e)	0	0	
YGL186C	GUAt2r	EX_nh4(e)	0	0	
YGL186C	ADEt2	EX_o2(e)	0	0	
YGL186C	CSNt2	EX_o2(e)	0	0	
YGL186C	GUAt2r	EX_o2(e)	55251.9	1.46e+19	
YGL186C	ADEt2	EX_pi(e)	0	0	
YGL186C	CSNt2	EX_pi(e)	0	0	
YGL186C	GUAt2r	EX_pi(e)	0	0	
YGL186C	ADEt2	EX_so4(e)	0	0	
YGL186C	CSNt2	EX_so4(e)	0	0	
YGL186C	GUAt2r	EX_so4(e)	0	0	
YGL187C	CYOOm	EX_glc(e)	0.5625	22.5438	
YGL187C	CYOOm	EX_nh4(e)	1.48439e-07	2.28643e-06	
YGL187C	CYOOm	EX_o2(e)	0	0	
YGL187C	CYOOm	EX_pi(e)	-4.51622e-11	-9.05907e-12	
YGL187C	CYOOm	EX_so4(e)	-1.00006e-12	-2.22857e-13	
YGL191W	CYOOm	EX_glc(e)	0.5625	22.5438	
YGL191W	CYOOm	EX_nh4(e)	1.48439e-07	2.28643e-06	
YGL191W	CYOOm	EX_o2(e)	0	0	
YGL191W	CYOOm	EX_pi(e)	-4.51622e-11	-9.05907e-12	
YGL191W	CYOOm	EX_so4(e)	-1.00006e-12	-2.22857e-13	
YGL202W	TYRTAi	EX_glc(e)	-2.89079e-09	-2.89079e-10	
YGL202W	TYRTAi	EX_nh4(e)	9.04323e-10	9.04323e-11	
YGL202W	TYRTAi	EX_o2(e)	2.25641e-12	2.25641e-13	
YGL202W	TYRTAi	EX_pi(e)	5.8297e-12	5.8297e-13	
YGL202W	TYRTAi	EX_so4(e)	-6.73157e-12	-6.73157e-13	
YGL205W	ACOAO4p	EX_glc(e)	44625.2	-7.4021e+16	
YGL205W	ACOAO5p	EX_glc(e)	45062.6	-7.47465e+16	
YGL205W	ACOAO6p	EX_glc(e)	49141.4	-8.15121e+16	
YGL205W	ACOAO7p	EX_glc(e)	164.396	-2.72687e+14	
YGL205W	ACOAO8p	EX_glc(e)	50934.6	-8.46058e+16	
YGL205W	ACOAO9p	EX_glc(e)	0	0	
YGL205W	ACOAO4p	EX_nh4(e)	0	0	
YGL205W	ACOAO5p	EX_nh4(e)	0	0	
YGL205W	ACOAO6p	EX_nh4(e)	0	0	
YGL205W	ACOAO7p	EX_nh4(e)	-213151	4.62604e+18	
YGL205W	ACOAO8p	EX_nh4(e)	0	0	
YGL205W	ACOAO9p	EX_nh4(e)	0	0	
YGL205W	ACOAO4p	EX_o2(e)	0	0	
YGL205W	ACOAO5p	EX_o2(e)	0	0	
YGL205W	ACOAO6p	EX_o2(e)	0	0	
YGL205W	ACOAO7p	EX_o2(e)	0	0	
YGL205W	ACOAO8p	EX_o2(e)	0	0	
YGL205W	ACOAO9p	EX_o2(e)	0	0	
YGL205W	ACOAO4p	EX_pi(e)	0	0	
YGL205W	ACOAO5p	EX_pi(e)	0	0	
YGL205W	ACOAO6p	EX_pi(e)	0	0	
YGL205W	ACOAO7p	EX_pi(e)	0	0	
YGL205W	ACOAO8p	EX_pi(e)	0	0	
YGL205W	ACOAO9p	EX_pi(e)	0	0	
YGL205W	ACOAO4p	EX_so4(e)	0	0	
YGL205W	ACOAO5p	EX_so4(e)	0	0	
YGL205W	ACOAO6p	EX_so4(e)	0	0	
YGL205W	ACOAO7p	EX_so4(e)	0	0	
YGL205W	ACOAO8p	EX_so4(e)	0	0	
YGL205W	ACOAO9p	EX_so4(e)	0	0	
YGL234W	PRAGSr	EX_glc(e)	-104847	-1.06987e+09	
YGL234W	PRAIS	EX_glc(e)	-104847	-1.06987e+09	
YGL234W	PRAGSr	EX_nh4(e)	-57066.3	-5.82309e+08	
YGL234W	PRAIS	EX_nh4(e)	-57066.3	-5.82309e+08	
YGL234W	PRAGSr	EX_o2(e)	-568.776	-5.80383e+06	
YGL234W	PRAIS	EX_o2(e)	-568.776	-5.80383e+06	
YGL234W	PRAGSr	EX_pi(e)	-2017.35	-2.05852e+07	
YGL234W	PRAIS	EX_pi(e)	-2017.35	-2.05852e+07	
YGL234W	PRAGSr	EX_so4(e)	-6.92815e-08	-0.000178262	
YGL234W	PRAIS	EX_so4(e)	0	0	
YGL245W	GLUTRS	EX_glc(e)	0	0	
YGL245W	GLUTRS	EX_nh4(e)	0	0	
YGL245W	GLUTRS	EX_o2(e)	0	0	
YGL245W	GLUTRS	EX_pi(e)	0	0	
YGL245W	GLUTRS	EX_so4(e)	0	0	
YGL248W	PDE1	EX_glc(e)	0	0	
YGL248W	PDE1	EX_nh4(e)	0	0	
YGL248W	PDE1	EX_o2(e)	0	0	
YGL248W	PDE1	EX_pi(e)	0	0	
YGL248W	PDE1	EX_so4(e)	0	0	
YGL253W	HEX1	EX_glc(e)	0	0	
YGL253W	HEX4	EX_glc(e)	0	0	
YGL253W	HEX7	EX_glc(e)	-1.80775e-05	-0.0117391	
YGL253W	HEX1	EX_nh4(e)	0	0	
YGL253W	HEX4	EX_nh4(e)	0	0	
YGL253W	HEX7	EX_nh4(e)	0	0	
YGL253W	HEX1	EX_o2(e)	3.50734e-11	6.98944e-12	
YGL253W	HEX4	EX_o2(e)	0	0	
YGL253W	HEX7	EX_o2(e)	0	0	
YGL253W	HEX1	EX_pi(e)	0	0	
YGL253W	HEX4	EX_pi(e)	0	0	
YGL253W	HEX7	EX_pi(e)	-1.24622e-11	-2.49217e-12	
YGL253W	HEX1	EX_so4(e)	0	0	
YGL253W	HEX4	EX_so4(e)	0	0	
YGL253W	HEX7	EX_so4(e)	-2.04349e-12	-6.97878e-13	
YGL256W	ALCD2x	EX_glc(e)	-1.16299e+07	-4.51246e+21	
YGL256W	ALCD2x	EX_nh4(e)	-8.32108e-09	1.93953e-07	
YGL256W	ALCD2x	EX_o2(e)	-2.71371e-12	2.71974e-13	
YGL256W	ALCD2x	EX_pi(e)	3.0682e-11	-6.16176e-12	
YGL256W	ALCD2x	EX_so4(e)	-9.89949e-13	3.27561e-13	
YGR007W	PETHCT	EX_glc(e)	0	0	
YGR007W	PETHCT	EX_nh4(e)	0	0	
YGR007W	PETHCT	EX_o2(e)	0	0	
YGR007W	PETHCT	EX_pi(e)	0	0	
YGR007W	PETHCT	EX_so4(e)	0	0	
YGR010W	NMNAT	EX_glc(e)	-2028.66	1.03281e+13	
YGR010W	NMNAT	EX_nh4(e)	17898.8	3.77074e+16	
YGR010W	NMNAT	EX_o2(e)	0	0	
YGR010W	NMNAT	EX_pi(e)	0	0	
YGR010W	NMNAT	EX_so4(e)	0	0	
YGR012W	CYSS	EX_glc(e)	0.0529706	8025.87	
YGR012W	CYSS	EX_nh4(e)	-847348	-1.28386e+11	
YGR012W	CYSS	EX_o2(e)	1.01476e-08	2.97629e-06	
YGR012W	CYSS	EX_pi(e)	2.37574e-05	3.59961	
YGR012W	CYSS	EX_so4(e)	-9.06609e-07	-0.137365	
YGR019W	ABTA	EX_glc(e)	0	0	
YGR019W	ABTA	EX_nh4(e)	0	0	
YGR019W	ABTA	EX_o2(e)	0	0	
YGR019W	ABTA	EX_pi(e)	-3.10882e-08	-7.75447e-06	
YGR019W	ABTA	EX_so4(e)	0	0	
YGR020C	ATPS3g	EX_glc(e)	0	0	
YGR020C	ATPS3v	EX_glc(e)	0	0	
YGR020C	ATPS3g	EX_nh4(e)	0	0	
YGR020C	ATPS3v	EX_nh4(e)	0	0	
YGR020C	ATPS3g	EX_o2(e)	0	0	
YGR020C	ATPS3v	EX_o2(e)	0	0	
YGR020C	ATPS3g	EX_pi(e)	0	0	
YGR020C	ATPS3v	EX_pi(e)	0	0	
YGR020C	ATPS3g	EX_so4(e)	0	0	
YGR020C	ATPS3v	EX_so4(e)	0	0	
YGR032W	13GS	EX_glc(e)	-9054.48	-7.97892e+06	
YGR032W	13GS	EX_nh4(e)	-4928.18	-4.34278e+06	
YGR032W	13GS	EX_o2(e)	-49.1188	-43284.1	
YGR032W	13GS	EX_pi(e)	-174.216	-153521	
YGR032W	13GS	EX_so4(e)	-68.1177	-60026.2	
YGR037C	FAS100	EX_glc(e)	24008	-1.99541e+16	
YGR037C	FAS100COA	EX_glc(e)	0.113726	2030.82	
YGR037C	FAS120	EX_glc(e)	22473.9	-1.86032e+16	
YGR037C	FAS120COA	EX_glc(e)	0.113698	2071.75	
YGR037C	FAS140	EX_glc(e)	23538.3	-1.96062e+16	
YGR037C	FAS140COA	EX_glc(e)	0.113713	2207.17	
YGR037C	FAS160	EX_glc(e)	-0.000659133	-14.3539	
YGR037C	FAS160COA	EX_glc(e)	0	0	
YGR037C	FAS180	EX_glc(e)	-0.00134721	-63.3085	
YGR037C	FAS180COA	EX_glc(e)	0	0	
YGR037C	FAS80COA_L	EX_glc(e)	0.113724	2030.78	
YGR037C	FAS80_L	EX_glc(e)	0	0	
YGR037C	FAS100	EX_nh4(e)	0.000172968	3.35729	
YGR037C	FAS100COA	EX_nh4(e)	0.00217016	484.41	
YGR037C	FAS120	EX_nh4(e)	0.000189462	3.67745	
YGR037C	FAS120COA	EX_nh4(e)	0.00279249	831.098	
YGR037C	FAS140	EX_nh4(e)	0.000229155	4.44788	
YGR037C	FAS140COA	EX_nh4(e)	0	0	
YGR037C	FAS160	EX_nh4(e)	0.000215356	4.68981	
YGR037C	FAS160COA	EX_nh4(e)	0	0	
YGR037C	FAS180	EX_nh4(e)	0.000467451	21.9667	
YGR037C	FAS180COA	EX_nh4(e)	0	0	
YGR037C	FAS80COA_L	EX_nh4(e)	0.00223382	498.62	
YGR037C	FAS80_L	EX_nh4(e)	0.000190441	3.69646	
YGR037C	FAS100	EX_o2(e)	5.25562e-07	0.0102011	
YGR037C	FAS100COA	EX_o2(e)	3.86142e-05	8.61924	
YGR037C	FAS120	EX_o2(e)	1.45989e-06	0.0283364	
YGR037C	FAS120COA	EX_o2(e)	5.28287e-05	15.7228	
YGR037C	FAS140	EX_o2(e)	1.16791e-06	0.0226691	
YGR037C	FAS140COA	EX_o2(e)	0	0	
YGR037C	FAS160	EX_o2(e)	3.6362e-06	0.0791856	
YGR037C	FAS160COA	EX_o2(e)	0	0	
YGR037C	FAS180	EX_o2(e)	1.06034e-06	0.0498282	
YGR037C	FAS180COA	EX_o2(e)	0	0	
YGR037C	FAS80COA_L	EX_o2(e)	3.89499e-05	8.69418	
YGR037C	FAS80_L	EX_o2(e)	-1.75187e-07	-0.00340037	
YGR037C	FAS100	EX_pi(e)	-3.82383e-06	-0.0742203	
